ratio: 内存被购买比例
ram_price: 内存价格，单位：EOS/KB
eos_balance: eosio.ram 账户余额
ram_bought: 被购买的内存数量，单位：字节

ratio	ram_price	eos_balance	ram_bought
52.58%	0.0663	1108808	36132700865
52.57%	0.0662	1108363	36125828917
52.56%	0.0662	1107919	36118956970
52.55%	0.0662	1107474	36112085022
52.54%	0.0662	1107030	36105213074
52.53%	0.0661	1106586	36098341127
52.52%	0.0661	1106143	36091469179
52.51%	0.0661	1105699	36084597231
52.50%	0.0660	1105256	36077725284
52.49%	0.0660	1104813	36070853336
52.48%	0.0660	1104370	36063981388
52.47%	0.0660	1103927	36057109441
52.46%	0.0659	1103485	36050237493
52.45%	0.0659	1103042	36043365545
52.44%	0.0659	1102600	36036493598
52.43%	0.0659	1102158	36029621650
52.42%	0.0658	1101716	36022749702
52.41%	0.0658	1101275	36015877755
52.40%	0.0658	1100833	36009005807
52.39%	0.0657	1100392	36002133859
52.38%	0.0657	1099951	35995261912
52.37%	0.0657	1099510	35988389964
52.36%	0.0657	1099069	35981518016
52.35%	0.0656	1098629	35974646069
52.34%	0.0656	1098188	35967774121
52.33%	0.0656	1097748	35960902173
52.32%	0.0656	1097308	35954030226
52.31%	0.0655	1096868	35947158278
52.30%	0.0655	1096429	35940286330
52.29%	0.0655	1095989	35933414383
52.28%	0.0654	1095550	35926542435
52.27%	0.0654	1095111	35919670487
52.26%	0.0654	1094672	35912798540
52.25%	0.0654	1094234	35905926592
52.24%	0.0653	1093795	35899054644
52.23%	0.0653	1093357	35892182697
52.22%	0.0653	1092919	35885310749
52.21%	0.0652	1092481	35878438801
52.20%	0.0652	1092043	35871566854
52.19%	0.0652	1091605	35864694906
52.18%	0.0652	1091168	35857822958
52.17%	0.0651	1090731	35850951011
52.16%	0.0651	1090294	35844079063
52.15%	0.0651	1089857	35837207115
52.14%	0.0651	1089420	35830335168
52.13%	0.0650	1088984	35823463220
52.12%	0.0650	1088548	35816591272
52.11%	0.0650	1088111	35809719324
52.10%	0.0649	1087675	35802847377
52.09%	0.0649	1087240	35795975429
52.08%	0.0649	1086804	35789103481
52.07%	0.0649	1086369	35782231534
52.06%	0.0648	1085934	35775359586
52.05%	0.0648	1085499	35768487638
52.04%	0.0648	1085064	35761615691
52.03%	0.0648	1084629	35754743743
52.02%	0.0647	1084195	35747871795
52.01%	0.0647	1083760	35740999848
52.00%	0.0647	1083326	35734127900
51.99%	0.0647	1082892	35727255952
51.98%	0.0646	1082458	35720384005
51.97%	0.0646	1082025	35713512057
51.96%	0.0646	1081591	35706640109
51.95%	0.0645	1081158	35699768162
51.94%	0.0645	1080725	35692896214
51.93%	0.0645	1080292	35686024266
51.92%	0.0645	1079860	35679152319
51.91%	0.0644	1079427	35672280371
51.90%	0.0644	1078995	35665408423
51.89%	0.0644	1078563	35658536476
51.88%	0.0644	1078131	35651664528
51.87%	0.0643	1077699	35644792580
51.86%	0.0643	1077267	35637920633
51.85%	0.0643	1076836	35631048685
51.84%	0.0642	1076405	35624176737
51.83%	0.0642	1075974	35617304790
51.82%	0.0642	1075543	35610432842
51.81%	0.0642	1075112	35603560894
51.80%	0.0641	1074682	35596688947
51.79%	0.0641	1074251	35589816999
51.78%	0.0641	1073821	35582945051
51.77%	0.0641	1073391	35576073104
51.76%	0.0640	1072961	35569201156
51.75%	0.0640	1072532	35562329208
51.74%	0.0640	1072102	35555457261
51.73%	0.0640	1071673	35548585313
51.72%	0.0639	1071244	35541713365
51.71%	0.0639	1070815	35534841418
51.70%	0.0639	1070386	35527969470
51.69%	0.0639	1069958	35521097522
51.68%	0.0638	1069529	35514225575
51.67%	0.0638	1069101	35507353627
51.66%	0.0638	1068673	35500481679
51.65%	0.0637	1068245	35493609732
51.64%	0.0637	1067817	35486737784
51.63%	0.0637	1067390	35479865836
51.62%	0.0637	1066963	35472993888
51.61%	0.0636	1066535	35466121941
51.60%	0.0636	1066109	35459249993
51.59%	0.0636	1065682	35452378045
51.58%	0.0636	1065255	35445506098
51.57%	0.0635	1064829	35438634150
51.56%	0.0635	1064402	35431762202
51.55%	0.0635	1063976	35424890255
51.54%	0.0635	1063550	35418018307
51.53%	0.0634	1063125	35411146359
51.52%	0.0634	1062699	35404274412
51.51%	0.0634	1062274	35397402464
51.50%	0.0634	1061848	35390530516
51.49%	0.0633	1061423	35383658569
51.48%	0.0633	1060999	35376786621
51.47%	0.0633	1060574	35369914673
51.46%	0.0632	1060149	35363042726
51.45%	0.0632	1059725	35356170778
51.44%	0.0632	1059301	35349298830
51.43%	0.0632	1058877	35342426883
51.42%	0.0631	1058453	35335554935
51.41%	0.0631	1058029	35328682987
51.40%	0.0631	1057606	35321811040
51.39%	0.0631	1057183	35314939092
51.38%	0.0630	1056760	35308067144
51.37%	0.0630	1056337	35301195197
51.36%	0.0630	1055914	35294323249
51.35%	0.0630	1055491	35287451301
51.34%	0.0629	1055069	35280579354
51.33%	0.0629	1054647	35273707406
51.32%	0.0629	1054225	35266835458
51.31%	0.0629	1053803	35259963511
51.30%	0.0628	1053381	35253091563
51.29%	0.0628	1052959	35246219615
51.28%	0.0628	1052538	35239347668
51.27%	0.0628	1052117	35232475720
51.26%	0.0627	1051696	35225603772
51.25%	0.0627	1051275	35218731825
51.24%	0.0627	1050854	35211859877
51.23%	0.0627	1050434	35204987929
51.22%	0.0626	1050013	35198115982
51.21%	0.0626	1049593	35191244034
51.20%	0.0626	1049173	35184372086
51.19%	0.0625	1048753	35177500139
51.18%	0.0625	1048334	35170628191
51.17%	0.0625	1047914	35163756243
51.16%	0.0625	1047495	35156884296
51.15%	0.0624	1047076	35150012348
51.14%	0.0624	1046657	35143140400
51.13%	0.0624	1046238	35136268452
51.12%	0.0624	1045819	35129396505
51.11%	0.0623	1045401	35122524557
51.10%	0.0623	1044983	35115652609
51.09%	0.0623	1044564	35108780662
51.08%	0.0623	1044147	35101908714
51.07%	0.0622	1043729	35095036766
51.06%	0.0622	1043311	35088164819
51.05%	0.0622	1042894	35081292871
51.04%	0.0622	1042476	35074420923
51.03%	0.0621	1042059	35067548976
51.02%	0.0621	1041642	35060677028
51.01%	0.0621	1041226	35053805080
51.00%	0.0621	1040809	35046933133
50.99%	0.0620	1040393	35040061185
50.98%	0.0620	1039976	35033189237
50.97%	0.0620	1039560	35026317290
50.96%	0.0620	1039145	35019445342
50.95%	0.0619	1038729	35012573394
50.94%	0.0619	1038313	35005701447
50.93%	0.0619	1037898	34998829499
50.92%	0.0619	1037483	34991957551
50.91%	0.0618	1037068	34985085604
50.90%	0.0618	1036653	34978213656
50.89%	0.0618	1036238	34971341708
50.88%	0.0618	1035823	34964469761
50.87%	0.0617	1035409	34957597813
50.86%	0.0617	1034995	34950725865
50.85%	0.0617	1034581	34943853918
50.84%	0.0617	1034167	34936981970
50.83%	0.0616	1033753	34930110022
50.82%	0.0616	1033340	34923238075
50.81%	0.0616	1032926	34916366127
50.80%	0.0616	1032513	34909494179
50.79%	0.0615	1032100	34902622232
50.78%	0.0615	1031687	34895750284
50.77%	0.0615	1031275	34888878336
50.76%	0.0615	1030862	34882006389
50.75%	0.0614	1030450	34875134441
50.74%	0.0614	1030037	34868262493
50.73%	0.0614	1029625	34861390546
50.72%	0.0614	1029214	34854518598
50.71%	0.0613	1028802	34847646650
50.70%	0.0613	1028390	34840774703
50.69%	0.0613	1027979	34833902755
50.68%	0.0613	1027568	34827030807
50.67%	0.0612	1027157	34820158859
50.66%	0.0612	1026746	34813286912
50.65%	0.0612	1026335	34806414964
50.64%	0.0612	1025925	34799543016
50.63%	0.0611	1025514	34792671069
50.62%	0.0611	1025104	34785799121
50.61%	0.0611	1024694	34778927173
50.60%	0.0611	1024284	34772055226
50.59%	0.0610	1023875	34765183278
50.58%	0.0610	1023465	34758311330
50.57%	0.0610	1023056	34751439383
50.56%	0.0610	1022647	34744567435
50.55%	0.0609	1022237	34737695487
50.54%	0.0609	1021829	34730823540
50.53%	0.0609	1021420	34723951592
50.52%	0.0609	1021011	34717079644
50.51%	0.0608	1020603	34710207697
50.50%	0.0608	1020195	34703335749
50.49%	0.0608	1019787	34696463801
50.48%	0.0608	1019379	34689591854
50.47%	0.0607	1018971	34682719906
50.46%	0.0607	1018564	34675847958
50.45%	0.0607	1018156	34668976011
50.44%	0.0607	1017749	34662104063
50.43%	0.0606	1017342	34655232115
50.42%	0.0606	1016935	34648360168
50.41%	0.0606	1016528	34641488220
50.40%	0.0606	1016122	34634616272
50.39%	0.0605	1015715	34627744325
50.38%	0.0605	1015309	34620872377
50.37%	0.0605	1014903	34614000429
50.36%	0.0605	1014497	34607128482
50.35%	0.0605	1014091	34600256534
50.34%	0.0604	1013686	34593384586
50.33%	0.0604	1013280	34586512639
50.32%	0.0604	1012875	34579640691
50.31%	0.0604	1012470	34572768743
50.30%	0.0603	1012065	34565896796
50.29%	0.0603	1011660	34559024848
50.28%	0.0603	1011256	34552152900
50.27%	0.0603	1010851	34545280953
50.26%	0.0602	1010447	34538409005
50.25%	0.0602	1010043	34531537057
50.24%	0.0602	1009639	34524665110
50.23%	0.0602	1009235	34517793162
50.22%	0.0601	1008832	34510921214
50.21%	0.0601	1008428	34504049267
50.20%	0.0601	1008025	34497177319
50.19%	0.0601	1007622	34490305371
50.18%	0.0600	1007219	34483433423
50.17%	0.0600	1006816	34476561476
50.16%	0.0600	1006413	34469689528
50.15%	0.0600	1006011	34462817580
50.14%	0.0599	1005608	34455945633
50.13%	0.0599	1005206	34449073685
50.12%	0.0599	1004804	34442201737
50.11%	0.0599	1004402	34435329790
50.10%	0.0598	1004001	34428457842
50.09%	0.0598	1003599	34421585894
50.08%	0.0598	1003198	34414713947
50.07%	0.0598	1002797	34407841999
50.06%	0.0598	1002396	34400970051
50.05%	0.0597	1001995	34394098104
50.04%	0.0597	1001594	34387226156
50.03%	0.0597	1001193	34380354208
50.02%	0.0597	1000793	34373482261
50.01%	0.0596	1000393	34366610313
50.00%	0.0596	999993	34359738365
49.99%	0.0596	999593	34352866418
49.98%	0.0596	999193	34345994470
49.97%	0.0595	998793	34339122522
49.96%	0.0595	998394	34332250575
49.95%	0.0595	997995	34325378627
49.94%	0.0595	997596	34318506679
49.93%	0.0594	997197	34311634732
49.92%	0.0594	996798	34304762784
49.91%	0.0594	996399	34297890836
49.90%	0.0594	996001	34291018889
49.89%	0.0593	995602	34284146941
49.88%	0.0593	995204	34277274993
49.87%	0.0593	994806	34270403046
49.86%	0.0593	994408	34263531098
49.85%	0.0593	994011	34256659150
49.84%	0.0592	993613	34249787203
49.83%	0.0592	993216	34242915255
49.82%	0.0592	992819	34236043307
49.81%	0.0592	992422	34229171360
49.80%	0.0591	992025	34222299412
49.79%	0.0591	991628	34215427464
49.78%	0.0591	991231	34208555517
49.77%	0.0591	990835	34201683569
49.76%	0.0590	990439	34194811621
49.75%	0.0590	990043	34187939674
49.74%	0.0590	989647	34181067726
49.73%	0.0590	989251	34174195778
49.72%	0.0589	988855	34167323831
49.71%	0.0589	988460	34160451883
49.70%	0.0589	988064	34153579935
49.69%	0.0589	987669	34146707987
49.68%	0.0589	987274	34139836040
49.67%	0.0588	986879	34132964092
49.66%	0.0588	986485	34126092144
49.65%	0.0588	986090	34119220197
49.64%	0.0588	985696	34112348249
49.63%	0.0587	985301	34105476301
49.62%	0.0587	984907	34098604354
49.61%	0.0587	984514	34091732406
49.60%	0.0587	984120	34084860458
49.59%	0.0586	983726	34077988511
49.58%	0.0586	983333	34071116563
49.57%	0.0586	982939	34064244615
49.56%	0.0586	982546	34057372668
49.55%	0.0586	982153	34050500720
49.54%	0.0585	981760	34043628772
49.53%	0.0585	981368	34036756825
49.52%	0.0585	980975	34029884877
49.51%	0.0585	980583	34023012929
49.50%	0.0584	980191	34016140982
49.49%	0.0584	979799	34009269034
49.48%	0.0584	979407	34002397086
49.47%	0.0584	979015	33995525139
49.46%	0.0583	978624	33988653191
49.45%	0.0583	978232	33981781243
49.44%	0.0583	977841	33974909296
49.43%	0.0583	977450	33968037348
49.42%	0.0582	977059	33961165400
49.41%	0.0582	976668	33954293453
49.40%	0.0582	976277	33947421505
49.39%	0.0582	975887	33940549557
49.38%	0.0582	975497	33933677610
49.37%	0.0581	975106	33926805662
49.36%	0.0581	974716	33919933714
49.35%	0.0581	974326	33913061767
49.34%	0.0581	973937	33906189819
49.33%	0.0580	973547	33899317871
49.32%	0.0580	973158	33892445924
49.31%	0.0580	972768	33885573976
49.30%	0.0580	972379	33878702028
49.29%	0.0580	971990	33871830081
49.28%	0.0579	971602	33864958133
49.27%	0.0579	971213	33858086185
49.26%	0.0579	970824	33851214238
49.25%	0.0579	970436	33844342290
49.24%	0.0578	970048	33837470342
49.23%	0.0578	969660	33830598394
49.22%	0.0578	969272	33823726447
49.21%	0.0578	968884	33816854499
49.20%	0.0577	968497	33809982551
49.19%	0.0577	968109	33803110604
49.18%	0.0577	967722	33796238656
49.17%	0.0577	967335	33789366708
49.16%	0.0577	966948	33782494761
49.15%	0.0576	966561	33775622813
49.14%	0.0576	966174	33768750865
49.13%	0.0576	965788	33761878918
49.12%	0.0576	965402	33755006970
49.11%	0.0575	965015	33748135022
49.10%	0.0575	964629	33741263075
49.09%	0.0575	964243	33734391127
49.08%	0.0575	963858	33727519179
49.07%	0.0575	963472	33720647232
49.06%	0.0574	963087	33713775284
49.05%	0.0574	962701	33706903336
49.04%	0.0574	962316	33700031389
49.03%	0.0574	961931	33693159441
49.02%	0.0573	961546	33686287493
49.01%	0.0573	961162	33679415546
49.00%	0.0573	960777	33672543598
48.99%	0.0573	960393	33665671650
48.98%	0.0572	960008	33658799703
48.97%	0.0572	959624	33651927755
48.96%	0.0572	959240	33645055807
48.95%	0.0572	958857	33638183860
48.94%	0.0572	958473	33631311912
48.93%	0.0571	958089	33624439964
48.92%	0.0571	957706	33617568017
48.91%	0.0571	957323	33610696069
48.90%	0.0571	956940	33603824121
48.89%	0.0570	956557	33596952174
48.88%	0.0570	956174	33590080226
48.87%	0.0570	955792	33583208278
48.86%	0.0570	955409	33576336331
48.85%	0.0570	955027	33569464383
48.84%	0.0569	954645	33562592435
48.83%	0.0569	954263	33555720488
48.82%	0.0569	953881	33548848540
48.81%	0.0569	953499	33541976592
48.80%	0.0568	953118	33535104645
48.79%	0.0568	952736	33528232697
48.78%	0.0568	952355	33521360749
48.77%	0.0568	951974	33514488802
48.76%	0.0568	951593	33507616854
48.75%	0.0567	951212	33500744906
48.74%	0.0567	950832	33493872958
48.73%	0.0567	950451	33487001011
48.72%	0.0567	950071	33480129063
48.71%	0.0566	949691	33473257115
48.70%	0.0566	949310	33466385168
48.69%	0.0566	948931	33459513220
48.68%	0.0566	948551	33452641272
48.67%	0.0566	948171	33445769325
48.66%	0.0565	947792	33438897377
48.65%	0.0565	947412	33432025429
48.64%	0.0565	947033	33425153482
48.63%	0.0565	946654	33418281534
48.62%	0.0564	946275	33411409586
48.61%	0.0564	945897	33404537639
48.60%	0.0564	945518	33397665691
48.59%	0.0564	945140	33390793743
48.58%	0.0564	944761	33383921796
48.57%	0.0563	944383	33377049848
48.56%	0.0563	944005	33370177900
48.55%	0.0563	943627	33363305953
48.54%	0.0563	943250	33356434005
48.53%	0.0563	942872	33349562057
48.52%	0.0562	942495	33342690110
48.51%	0.0562	942117	33335818162
48.50%	0.0562	941740	33328946214
48.49%	0.0562	941363	33322074267
48.48%	0.0561	940987	33315202319
48.47%	0.0561	940610	33308330371
48.46%	0.0561	940233	33301458424
48.45%	0.0561	939857	33294586476
48.44%	0.0561	939481	33287714528
48.43%	0.0560	939105	33280842581
48.42%	0.0560	938729	33273970633
48.41%	0.0560	938353	33267098685
48.40%	0.0560	937977	33260226738
48.39%	0.0559	937602	33253354790
48.38%	0.0559	937226	33246482842
48.37%	0.0559	936851	33239610895
48.36%	0.0559	936476	33232738947
48.35%	0.0559	936101	33225866999
48.34%	0.0558	935726	33218995052
48.33%	0.0558	935352	33212123104
48.32%	0.0558	934977	33205251156
48.31%	0.0558	934603	33198379209
48.30%	0.0558	934229	33191507261
48.29%	0.0557	933855	33184635313
48.28%	0.0557	933481	33177763366
48.27%	0.0557	933107	33170891418
48.26%	0.0557	932733	33164019470
48.25%	0.0556	932360	33157147522
48.24%	0.0556	931987	33150275575
48.23%	0.0556	931613	33143403627
48.22%	0.0556	931240	33136531679
48.21%	0.0556	930867	33129659732
48.20%	0.0555	930495	33122787784
48.19%	0.0555	930122	33115915836
48.18%	0.0555	929750	33109043889
48.17%	0.0555	929377	33102171941
48.16%	0.0555	929005	33095299993
48.15%	0.0554	928633	33088428046
48.14%	0.0554	928261	33081556098
48.13%	0.0554	927889	33074684150
48.12%	0.0554	927518	33067812203
48.11%	0.0553	927146	33060940255
48.10%	0.0553	926775	33054068307
48.09%	0.0553	926404	33047196360
48.08%	0.0553	926033	33040324412
48.07%	0.0553	925662	33033452464
48.06%	0.0552	925291	33026580517
48.05%	0.0552	924921	33019708569
48.04%	0.0552	924550	33012836621
48.03%	0.0552	924180	33005964674
48.02%	0.0552	923810	32999092726
48.01%	0.0551	923440	32992220778
48.00%	0.0551	923070	32985348831
47.99%	0.0551	922700	32978476883
47.98%	0.0551	922330	32971604935
47.97%	0.0550	921961	32964732988
47.96%	0.0550	921592	32957861040
47.95%	0.0550	921222	32950989092
47.94%	0.0550	920853	32944117145
47.93%	0.0550	920484	32937245197
47.92%	0.0549	920116	32930373249
47.91%	0.0549	919747	32923501302
47.90%	0.0549	919379	32916629354
47.89%	0.0549	919010	32909757406
47.88%	0.0549	918642	32902885459
47.87%	0.0548	918274	32896013511
47.86%	0.0548	917906	32889141563
47.85%	0.0548	917538	32882269616
47.84%	0.0548	917171	32875397668
47.83%	0.0548	916803	32868525720
47.82%	0.0547	916436	32861653773
47.81%	0.0547	916069	32854781825
47.80%	0.0547	915702	32847909877
47.79%	0.0547	915335	32841037929
47.78%	0.0546	914968	32834165982
47.77%	0.0546	914601	32827294034
47.76%	0.0546	914235	32820422086
47.75%	0.0546	913868	32813550139
47.74%	0.0546	913502	32806678191
47.73%	0.0545	913136	32799806243
47.72%	0.0545	912770	32792934296
47.71%	0.0545	912404	32786062348
47.70%	0.0545	912039	32779190400
47.69%	0.0545	911673	32772318453
47.68%	0.0544	911308	32765446505
47.67%	0.0544	910942	32758574557
47.66%	0.0544	910577	32751702610
47.65%	0.0544	910212	32744830662
47.64%	0.0544	909848	32737958714
47.63%	0.0543	909483	32731086767
47.62%	0.0543	909118	32724214819
47.61%	0.0543	908754	32717342871
47.60%	0.0543	908390	32710470924
47.59%	0.0543	908026	32703598976
47.58%	0.0542	907662	32696727028
47.57%	0.0542	907298	32689855081
47.56%	0.0542	906934	32682983133
47.55%	0.0542	906570	32676111185
47.54%	0.0541	906207	32669239238
47.53%	0.0541	905844	32662367290
47.52%	0.0541	905481	32655495342
47.51%	0.0541	905118	32648623395
47.50%	0.0541	904755	32641751447
47.49%	0.0540	904392	32634879499
47.48%	0.0540	904029	32628007552
47.47%	0.0540	903667	32621135604
47.46%	0.0540	903304	32614263656
47.45%	0.0540	902942	32607391709
47.44%	0.0539	902580	32600519761
47.43%	0.0539	902218	32593647813
47.42%	0.0539	901857	32586775866
47.41%	0.0539	901495	32579903918
47.40%	0.0539	901133	32573031970
47.39%	0.0538	900772	32566160023
47.38%	0.0538	900411	32559288075
47.37%	0.0538	900050	32552416127
47.36%	0.0538	899689	32545544180
47.35%	0.0538	899328	32538672232
47.34%	0.0537	898967	32531800284
47.33%	0.0537	898607	32524928337
47.32%	0.0537	898246	32518056389
47.31%	0.0537	897886	32511184441
47.30%	0.0537	897526	32504312493
47.29%	0.0536	897166	32497440546
47.28%	0.0536	896806	32490568598
47.27%	0.0536	896446	32483696650
47.26%	0.0536	896087	32476824703
47.25%	0.0536	895727	32469952755
47.24%	0.0535	895368	32463080807
47.23%	0.0535	895009	32456208860
47.22%	0.0535	894650	32449336912
47.21%	0.0535	894291	32442464964
47.20%	0.0535	893932	32435593017
47.19%	0.0534	893573	32428721069
47.18%	0.0534	893215	32421849121
47.17%	0.0534	892857	32414977174
47.16%	0.0534	892498	32408105226
47.15%	0.0534	892140	32401233278
47.14%	0.0533	891782	32394361331
47.13%	0.0533	891425	32387489383
47.12%	0.0533	891067	32380617435
47.11%	0.0533	890709	32373745488
47.10%	0.0533	890352	32366873540
47.09%	0.0532	889995	32360001592
47.08%	0.0532	889637	32353129645
47.07%	0.0532	889280	32346257697
47.06%	0.0532	888924	32339385749
47.05%	0.0532	888567	32332513802
47.04%	0.0531	888210	32325641854
47.03%	0.0531	887854	32318769906
47.02%	0.0531	887497	32311897959
47.01%	0.0531	887141	32305026011
47.00%	0.0531	886785	32298154063
46.99%	0.0530	886429	32291282116
46.98%	0.0530	886073	32284410168
46.97%	0.0530	885718	32277538220
46.96%	0.0530	885362	32270666273
46.95%	0.0529	885007	32263794325
46.94%	0.0529	884652	32256922377
46.93%	0.0529	884296	32250050430
46.92%	0.0529	883941	32243178482
46.91%	0.0529	883587	32236306534
46.90%	0.0529	883232	32229434587
46.89%	0.0528	882877	32222562639
46.88%	0.0528	882523	32215690691
46.87%	0.0528	882169	32208818744
46.86%	0.0528	881814	32201946796
46.85%	0.0528	881460	32195074848
46.84%	0.0527	881106	32188202901
46.83%	0.0527	880753	32181330953
46.82%	0.0527	880399	32174459005
46.81%	0.0527	880045	32167587057
46.80%	0.0527	879692	32160715110
46.79%	0.0526	879339	32153843162
46.78%	0.0526	878986	32146971214
46.77%	0.0526	878633	32140099267
46.76%	0.0526	878280	32133227319
46.75%	0.0526	877927	32126355371
46.74%	0.0525	877574	32119483424
46.73%	0.0525	877222	32112611476
46.72%	0.0525	876870	32105739528
46.71%	0.0525	876517	32098867581
46.70%	0.0525	876165	32091995633
46.69%	0.0524	875813	32085123685
46.68%	0.0524	875462	32078251738
46.67%	0.0524	875110	32071379790
46.66%	0.0524	874758	32064507842
46.65%	0.0524	874407	32057635895
46.64%	0.0523	874056	32050763947
46.63%	0.0523	873705	32043891999
46.62%	0.0523	873354	32037020052
46.61%	0.0523	873003	32030148104
46.60%	0.0523	872652	32023276156
46.59%	0.0522	872301	32016404209
46.58%	0.0522	871951	32009532261
46.57%	0.0522	871600	32002660313
46.56%	0.0522	871250	31995788366
46.55%	0.0522	870900	31988916418
46.54%	0.0521	870550	31982044470
46.53%	0.0521	870200	31975172523
46.52%	0.0521	869851	31968300575
46.51%	0.0521	869501	31961428627
46.50%	0.0521	869152	31954556680
46.49%	0.0520	868802	31947684732
46.48%	0.0520	868453	31940812784
46.47%	0.0520	868104	31933940837
46.46%	0.0520	867755	31927068889
46.45%	0.0520	867406	31920196941
46.44%	0.0519	867058	31913324994
46.43%	0.0519	866709	31906453046
46.42%	0.0519	866361	31899581098
46.41%	0.0519	866012	31892709151
46.40%	0.0519	865664	31885837203
46.39%	0.0519	865316	31878965255
46.38%	0.0518	864968	31872093308
46.37%	0.0518	864621	31865221360
46.36%	0.0518	864273	31858349412
46.35%	0.0518	863926	31851477464
46.34%	0.0518	863578	31844605517
46.33%	0.0517	863231	31837733569
46.32%	0.0517	862884	31830861621
46.31%	0.0517	862537	31823989674
46.30%	0.0517	862190	31817117726
46.29%	0.0517	861843	31810245778
46.28%	0.0516	861497	31803373831
46.27%	0.0516	861150	31796501883
46.26%	0.0516	860804	31789629935
46.25%	0.0516	860458	31782757988
46.24%	0.0516	860112	31775886040
46.23%	0.0515	859766	31769014092
46.22%	0.0515	859420	31762142145
46.21%	0.0515	859074	31755270197
46.20%	0.0515	858729	31748398249
46.19%	0.0515	858383	31741526302
46.18%	0.0514	858038	31734654354
46.17%	0.0514	857693	31727782406
46.16%	0.0514	857348	31720910459
46.15%	0.0514	857003	31714038511
46.14%	0.0514	856658	31707166563
46.13%	0.0514	856313	31700294616
46.12%	0.0513	855969	31693422668
46.11%	0.0513	855625	31686550720
46.10%	0.0513	855280	31679678773
46.09%	0.0513	854936	31672806825
46.08%	0.0513	854592	31665934877
46.07%	0.0512	854248	31659062930
46.06%	0.0512	853904	31652190982
46.05%	0.0512	853561	31645319034
46.04%	0.0512	853217	31638447087
46.03%	0.0512	852874	31631575139
46.02%	0.0511	852531	31624703191
46.01%	0.0511	852188	31617831244
46.00%	0.0511	851845	31610959296
45.99%	0.0511	851502	31604087348
45.98%	0.0511	851159	31597215401
45.97%	0.0510	850816	31590343453
45.96%	0.0510	850474	31583471505
45.95%	0.0510	850131	31576599558
45.94%	0.0510	849789	31569727610
45.93%	0.0510	849447	31562855662
45.92%	0.0510	849105	31555983715
45.91%	0.0509	848763	31549111767
45.90%	0.0509	848422	31542239819
45.89%	0.0509	848080	31535367872
45.88%	0.0509	847738	31528495924
45.87%	0.0509	847397	31521623976
45.86%	0.0508	847056	31514752028
45.85%	0.0508	846715	31507880081
45.84%	0.0508	846374	31501008133
45.83%	0.0508	846033	31494136185
45.82%	0.0508	845692	31487264238
45.81%	0.0507	845352	31480392290
45.80%	0.0507	845011	31473520342
45.79%	0.0507	844671	31466648395
45.78%	0.0507	844331	31459776447
45.77%	0.0507	843990	31452904499
45.76%	0.0507	843651	31446032552
45.75%	0.0506	843311	31439160604
45.74%	0.0506	842971	31432288656
45.73%	0.0506	842631	31425416709
45.72%	0.0506	842292	31418544761
45.71%	0.0506	841953	31411672813
45.70%	0.0505	841613	31404800866
45.69%	0.0505	841274	31397928918
45.68%	0.0505	840935	31391056970
45.67%	0.0505	840596	31384185023
45.66%	0.0505	840258	31377313075
45.65%	0.0504	839919	31370441127
45.64%	0.0504	839581	31363569180
45.63%	0.0504	839242	31356697232
45.62%	0.0504	838904	31349825284
45.61%	0.0504	838566	31342953337
45.60%	0.0504	838228	31336081389
45.59%	0.0503	837890	31329209441
45.58%	0.0503	837552	31322337494
45.57%	0.0503	837215	31315465546
45.56%	0.0503	836877	31308593598
45.55%	0.0503	836540	31301721651
45.54%	0.0502	836203	31294849703
45.53%	0.0502	835866	31287977755
45.52%	0.0502	835529	31281105808
45.51%	0.0502	835192	31274233860
45.50%	0.0502	834855	31267361912
45.49%	0.0502	834518	31260489965
45.48%	0.0501	834182	31253618017
45.47%	0.0501	833846	31246746069
45.46%	0.0501	833509	31239874122
45.45%	0.0501	833173	31233002174
45.44%	0.0501	832837	31226130226
45.43%	0.0500	832501	31219258279
45.42%	0.0500	832166	31212386331
45.41%	0.0500	831830	31205514383
45.40%	0.0500	831495	31198642436
45.39%	0.0500	831159	31191770488
45.38%	0.0500	830824	31184898540
45.37%	0.0499	830489	31178026592
45.36%	0.0499	830154	31171154645
45.35%	0.0499	829819	31164282697
45.34%	0.0499	829484	31157410749
45.33%	0.0499	829149	31150538802
45.32%	0.0498	828815	31143666854
45.31%	0.0498	828481	31136794906
45.30%	0.0498	828146	31129922959
45.29%	0.0498	827812	31123051011
45.28%	0.0498	827478	31116179063
45.27%	0.0497	827144	31109307116
45.26%	0.0497	826810	31102435168
45.25%	0.0497	826477	31095563220
45.24%	0.0497	826143	31088691273
45.23%	0.0497	825810	31081819325
45.22%	0.0497	825476	31074947377
45.21%	0.0496	825143	31068075430
45.20%	0.0496	824810	31061203482
45.19%	0.0496	824477	31054331534
45.18%	0.0496	824144	31047459587
45.17%	0.0496	823812	31040587639
45.16%	0.0495	823479	31033715691
45.15%	0.0495	823147	31026843744
45.14%	0.0495	822814	31019971796
45.13%	0.0495	822482	31013099848
45.12%	0.0495	822150	31006227901
45.11%	0.0495	821818	30999355953
45.10%	0.0494	821486	30992484005
45.09%	0.0494	821155	30985612058
45.08%	0.0494	820823	30978740110
45.07%	0.0494	820492	30971868162
45.06%	0.0494	820160	30964996215
45.05%	0.0494	819829	30958124267
45.04%	0.0493	819498	30951252319
45.03%	0.0493	819167	30944380372
45.02%	0.0493	818836	30937508424
45.01%	0.0493	818505	30930636476
