ratio: 内存被购买比例
ram_price: 内存价格，单位：EOS/KB
eos_balance: eosio.ram 账户余额
ram_bought: 被购买的内存数量，单位：字节

ratio	ram_price	eos_balance	ram_bought
83.32%	0.5358	4995198	57257068014
83.31%	0.5353	4991606	57250196066
83.30%	0.5344	4988018	57243324118
83.29%	0.5339	4984434	57236452171
83.28%	0.5333	4980855	57229580223
83.27%	0.5325	4977280	57222708275
83.26%	0.5319	4973710	57215836328
83.25%	0.5314	4970143	57208964380
83.24%	0.5306	4966581	57202092432
83.23%	0.5300	4963023	57195220485
83.22%	0.5295	4959470	57188348537
83.21%	0.5289	4955920	57181476589
83.20%	0.5281	4952375	57174604642
83.19%	0.5276	4948834	57167732694
83.18%	0.5270	4945297	57160860746
83.17%	0.5262	4941765	57153988799
83.16%	0.5257	4938236	57147116851
83.15%	0.5251	4934712	57140244903
83.14%	0.5243	4931192	57133372956
83.13%	0.5238	4927676	57126501008
83.12%	0.5232	4924165	57119629060
83.11%	0.5224	4920657	57112757113
83.10%	0.5219	4917154	57105885165
83.09%	0.5214	4913655	57099013217
83.08%	0.5206	4910160	57092141270
83.07%	0.5201	4906669	57085269322
83.06%	0.5195	4903182	57078397374
83.05%	0.5187	4899699	57071525427
83.04%	0.5182	4896220	57064653479
83.03%	0.5177	4892746	57057781531
83.02%	0.5169	4889276	57050909584
83.01%	0.5164	4885809	57044037636
83.00%	0.5159	4882347	57037165688
82.99%	0.5151	4878889	57030293741
82.98%	0.5146	4875435	57023421793
82.97%	0.5141	4871985	57016549845
82.96%	0.5133	4868539	57009677898
82.95%	0.5128	4865097	57002805950
82.94%	0.5123	4861659	56995934002
82.93%	0.5115	4858225	56989062055
82.92%	0.5110	4854795	56982190107
82.91%	0.5105	4851369	56975318159
82.90%	0.5097	4847947	56968446212
82.89%	0.5092	4844529	56961574264
82.88%	0.5087	4841115	56954702316
82.87%	0.5079	4837706	56947830368
82.86%	0.5074	4834300	56940958421
82.85%	0.5069	4830898	56934086473
82.84%	0.5062	4827500	56927214525
82.83%	0.5057	4824106	56920342578
82.82%	0.5049	4820716	56913470630
82.81%	0.5044	4817330	56906598682
82.80%	0.5039	4813947	56899726735
82.79%	0.5032	4810569	56892854787
82.78%	0.5027	4807195	56885982839
82.77%	0.5022	4803825	56879110892
82.76%	0.5015	4800458	56872238944
82.75%	0.5010	4797095	56865366996
82.74%	0.5005	4793737	56858495049
82.73%	0.4998	4790382	56851623101
82.72%	0.4993	4787031	56844751153
82.71%	0.4985	4783684	56837879206
82.70%	0.4981	4780341	56831007258
82.69%	0.4976	4777001	56824135310
82.68%	0.4968	4773666	56817263363
82.67%	0.4964	4770334	56810391415
82.66%	0.4959	4767007	56803519467
82.65%	0.4952	4763683	56796647520
82.64%	0.4947	4760363	56789775572
82.63%	0.4940	4757046	56782903624
82.62%	0.4935	4753734	56776031677
82.61%	0.4930	4750425	56769159729
82.60%	0.4923	4747120	56762287781
82.59%	0.4918	4743819	56755415834
82.58%	0.4911	4740522	56748543886
82.57%	0.4907	4737229	56741671938
82.56%	0.4902	4733939	56734799991
82.55%	0.4895	4730653	56727928043
82.54%	0.4890	4727371	56721056095
82.53%	0.4883	4724092	56714184148
82.52%	0.4879	4720818	56707312200
82.51%	0.4874	4717547	56700440252
82.50%	0.4867	4714280	56693568305
82.49%	0.4862	4711016	56686696357
82.48%	0.4855	4707757	56679824409
82.47%	0.4851	4704501	56672952462
82.46%	0.4846	4701248	56666080514
82.45%	0.4839	4698000	56659208566
82.44%	0.4835	4694755	56652336619
82.43%	0.4828	4691514	56645464671
82.42%	0.4823	4688276	56638592723
82.41%	0.4819	4685042	56631720775
82.40%	0.4812	4681812	56624848828
82.39%	0.4808	4678586	56617976880
82.38%	0.4801	4675363	56611104932
82.37%	0.4796	4672144	56604232985
82.36%	0.4790	4668928	56597361037
82.35%	0.4785	4665716	56590489089
82.34%	0.4781	4662508	56583617142
82.33%	0.4774	4659304	56576745194
82.32%	0.4769	4656103	56569873246
82.31%	0.4763	4652905	56563001299
82.30%	0.4758	4649711	56556129351
82.29%	0.4752	4646521	56549257403
82.28%	0.4747	4643335	56542385456
82.27%	0.4743	4640152	56535513508
82.26%	0.4736	4636973	56528641560
82.25%	0.4732	4633797	56521769613
82.24%	0.4725	4630625	56514897665
82.23%	0.4721	4627456	56508025717
82.22%	0.4715	4624291	56501153770
82.21%	0.4710	4621129	56494281822
82.20%	0.4704	4617971	56487409874
82.19%	0.4699	4614817	56480537927
82.18%	0.4695	4611666	56473665979
82.17%	0.4689	4608519	56466794031
82.16%	0.4684	4605375	56459922084
82.15%	0.4678	4602235	56453050136
82.14%	0.4674	4599098	56446178188
82.13%	0.4667	4595965	56439306241
82.12%	0.4663	4592835	56432434293
82.11%	0.4657	4589709	56425562345
82.10%	0.4652	4586586	56418690398
82.09%	0.4646	4583467	56411818450
82.08%	0.4642	4580351	56404946502
82.07%	0.4638	4577239	56398074555
82.06%	0.4631	4574130	56391202607
82.05%	0.4627	4571025	56384330659
82.04%	0.4621	4567923	56377458712
82.03%	0.4617	4564824	56370586764
82.02%	0.4611	4561729	56363714816
82.01%	0.4606	4558638	56356842869
82.00%	0.4600	4555549	56349970921
81.99%	0.4596	4552465	56343098973
81.98%	0.4590	4549383	56336227026
81.97%	0.4586	4546306	56329355078
81.96%	0.4580	4543231	56322483130
81.95%	0.4576	4540160	56315611183
81.94%	0.4569	4537092	56308739235
81.93%	0.4565	4534028	56301867287
81.92%	0.4559	4530967	56294995339
81.91%	0.4555	4527910	56288123392
81.90%	0.4549	4524856	56281251444
81.89%	0.4545	4521805	56274379496
81.88%	0.4539	4518758	56267507549
81.87%	0.4535	4515714	56260635601
81.86%	0.4529	4512673	56253763653
81.85%	0.4525	4509636	56246891706
81.84%	0.4519	4506602	56240019758
81.83%	0.4515	4503571	56233147810
81.82%	0.4509	4500544	56226275863
81.81%	0.4505	4497520	56219403915
81.80%	0.4499	4494499	56212531967
81.79%	0.4495	4491482	56205660020
81.78%	0.4489	4488468	56198788072
81.77%	0.4485	4485457	56191916124
81.76%	0.4479	4482450	56185044177
81.75%	0.4476	4479446	56178172229
81.74%	0.4470	4476445	56171300281
81.73%	0.4466	4473448	56164428334
81.72%	0.4460	4470453	56157556386
81.71%	0.4456	4467462	56150684438
81.70%	0.4450	4464475	56143812491
81.69%	0.4446	4461490	56136940543
81.68%	0.4441	4458509	56130068595
81.67%	0.4437	4455531	56123196648
81.66%	0.4431	4452557	56116324700
81.65%	0.4427	4449585	56109452752
81.64%	0.4421	4446617	56102580805
81.63%	0.4418	4443652	56095708857
81.62%	0.4412	4440690	56088836909
81.61%	0.4408	4437732	56081964962
81.60%	0.4402	4434777	56075093014
81.59%	0.4399	4431824	56068221066
81.58%	0.4393	4428876	56061349119
81.57%	0.4389	4425930	56054477171
81.56%	0.4384	4422987	56047605223
81.55%	0.4380	4420048	56040733276
81.54%	0.4374	4417112	56033861328
81.53%	0.4369	4414179	56026989380
81.52%	0.4365	4411249	56020117433
81.51%	0.4359	4408323	56013245485
81.50%	0.4356	4405399	56006373537
81.49%	0.4350	4402479	55999501590
81.48%	0.4346	4399562	55992629642
81.47%	0.4341	4396648	55985757694
81.46%	0.4337	4393737	55978885747
81.45%	0.4332	4390829	55972013799
81.44%	0.4328	4387925	55965141851
81.43%	0.4322	4385024	55958269903
81.42%	0.4317	4382125	55951397956
81.41%	0.4313	4379230	55944526008
81.40%	0.4308	4376338	55937654060
81.39%	0.4304	4373449	55930782113
81.38%	0.4299	4370563	55923910165
81.37%	0.4295	4367680	55917038217
81.36%	0.4290	4364801	55910166270
81.35%	0.4286	4361924	55903294322
81.34%	0.4281	4359051	55896422374
81.33%	0.4276	4356180	55889550427
81.32%	0.4272	4353313	55882678479
81.31%	0.4267	4350449	55875806531
81.30%	0.4263	4347587	55868934584
81.29%	0.4258	4344729	55862062636
81.28%	0.4254	4341874	55855190688
81.27%	0.4249	4339022	55848318741
81.26%	0.4244	4336173	55841446793
81.25%	0.4240	4333327	55834574845
81.24%	0.4235	4330484	55827702898
81.23%	0.4231	4327644	55820830950
81.22%	0.4226	4324807	55813959002
81.21%	0.4223	4321974	55807087055
81.20%	0.4217	4319143	55800215107
81.19%	0.4212	4316315	55793343159
81.18%	0.4209	4313490	55786471212
81.17%	0.4204	4310668	55779599264
81.16%	0.4200	4307849	55772727316
81.15%	0.4195	4305034	55765855369
81.14%	0.4190	4302221	55758983421
81.13%	0.4186	4299411	55752111473
81.12%	0.4181	4296604	55745239526
81.11%	0.4178	4293800	55738367578
81.10%	0.4173	4290999	55731495630
81.09%	0.4168	4288201	55724623683
81.08%	0.4164	4285406	55717751735
81.07%	0.4159	4282614	55710879787
81.06%	0.4156	4279825	55704007840
81.05%	0.4151	4277039	55697135892
81.04%	0.4146	4274255	55690263944
81.03%	0.4142	4271475	55683391997
81.02%	0.4137	4268698	55676520049
81.01%	0.4134	4265923	55669648101
81.00%	0.4129	4263152	55662776154
80.99%	0.4124	4260383	55655904206
80.98%	0.4121	4257617	55649032258
80.97%	0.4116	4254855	55642160311
80.96%	0.4112	4252095	55635288363
80.95%	0.4108	4249338	55628416415
80.94%	0.4103	4246584	55621544467
80.93%	0.4099	4243832	55614672520
80.92%	0.4094	4241084	55607800572
80.91%	0.4089	4238339	55600928624
80.90%	0.4086	4235596	55594056677
80.89%	0.4081	4232856	55587184729
80.88%	0.4078	4230119	55580312781
80.87%	0.4073	4227385	55573440834
80.86%	0.4068	4224654	55566568886
80.85%	0.4065	4221926	55559696938
80.84%	0.4060	4219201	55552824991
80.83%	0.4055	4216478	55545953043
80.82%	0.4052	4213758	55539081095
80.81%	0.4047	4211041	55532209148
80.80%	0.4043	4208327	55525337200
80.79%	0.4039	4205616	55518465252
80.78%	0.4035	4202907	55511593305
80.77%	0.4031	4200202	55504721357
80.76%	0.4027	4197499	55497849409
80.75%	0.4022	4194799	55490977462
80.74%	0.4019	4192102	55484105514
80.73%	0.4014	4189407	55477233566
80.72%	0.4009	4186716	55470361619
80.71%	0.4006	4184027	55463489671
80.70%	0.4002	4181341	55456617723
80.69%	0.3997	4178658	55449745776
80.68%	0.3994	4175977	55442873828
80.67%	0.3989	4173300	55436001880
80.66%	0.3984	4170625	55429129933
80.65%	0.3981	4167952	55422257985
80.64%	0.3977	4165283	55415386037
80.63%	0.3972	4162616	55408514090
80.62%	0.3969	4159953	55401642142
80.61%	0.3964	4157291	55394770194
80.60%	0.3960	4154633	55387898247
80.59%	0.3957	4151977	55381026299
80.58%	0.3952	4149324	55374154351
80.57%	0.3948	4146674	55367282404
80.56%	0.3945	4144027	55360410456
80.55%	0.3940	4141382	55353538508
80.54%	0.3935	4138740	55346666561
80.53%	0.3932	4136101	55339794613
80.52%	0.3928	4133464	55332922665
80.51%	0.3923	4130830	55326050718
80.50%	0.3920	4128199	55319178770
80.49%	0.3916	4125570	55312306822
80.48%	0.3911	4122945	55305434874
80.47%	0.3908	4120322	55298562927
80.46%	0.3904	4117701	55291690979
80.45%	0.3899	4115083	55284819031
80.44%	0.3896	4112468	55277947084
80.43%	0.3892	4109856	55271075136
80.42%	0.3888	4107246	55264203188
80.41%	0.3885	4104639	55257331241
80.40%	0.3880	4102035	55250459293
80.39%	0.3876	4099433	55243587345
80.38%	0.3871	4096834	55236715398
80.37%	0.3869	4094237	55229843450
80.36%	0.3864	4091643	55222971502
80.35%	0.3860	4089052	55216099555
80.34%	0.3857	4086464	55209227607
80.33%	0.3853	4083878	55202355659
80.32%	0.3848	4081295	55195483712
80.31%	0.3845	4078714	55188611764
80.30%	0.3841	4076136	55181739816
80.29%	0.3837	4073561	55174867869
80.28%	0.3832	4070988	55167995921
80.27%	0.3829	4068418	55161123973
80.26%	0.3825	4065850	55154252026
80.25%	0.3821	4063285	55147380078
80.24%	0.3818	4060723	55140508130
80.23%	0.3814	4058163	55133636183
80.22%	0.3810	4055606	55126764235
80.21%	0.3805	4053051	55119892287
80.20%	0.3802	4050499	55113020340
80.19%	0.3798	4047949	55106148392
80.18%	0.3794	4045402	55099276444
80.17%	0.3791	4042858	55092404497
80.16%	0.3787	4040316	55085532549
80.15%	0.3783	4037777	55078660601
80.14%	0.3779	4035241	55071788654
80.13%	0.3776	4032706	55064916706
80.12%	0.3772	4030175	55058044758
80.11%	0.3767	4027646	55051172811
80.10%	0.3763	4025119	55044300863
80.09%	0.3761	4022595	55037428915
80.08%	0.3756	4020074	55030556968
80.07%	0.3752	4017555	55023685020
80.06%	0.3748	4015039	55016813072
80.05%	0.3745	4012525	55009941125
80.04%	0.3741	4010014	55003069177
80.03%	0.3737	4007505	54996197229
80.02%	0.3733	4004999	54989325282
80.01%	0.3730	4002495	54982453334
80.00%	0.3726	3999994	54975581386
79.99%	0.3722	3997495	54968709438
79.98%	0.3718	3994999	54961837491
79.97%	0.3716	3992505	54954965543
79.96%	0.3711	3990014	54948093595
79.95%	0.3707	3987525	54941221648
79.94%	0.3703	3985039	54934349700
79.93%	0.3701	3982555	54927477752
79.92%	0.3697	3980073	54920605805
79.91%	0.3693	3977595	54913733857
79.90%	0.3689	3975118	54906861909
79.89%	0.3686	3972644	54899989962
79.88%	0.3682	3970173	54893118014
79.87%	0.3678	3967704	54886246066
79.86%	0.3674	3965237	54879374119
79.85%	0.3672	3962773	54872502171
79.84%	0.3668	3960311	54865630223
79.83%	0.3664	3957852	54858758276
79.82%	0.3660	3955395	54851886328
79.81%	0.3657	3952941	54845014380
79.80%	0.3653	3950489	54838142433
79.79%	0.3649	3948039	54831270485
79.78%	0.3645	3945592	54824398537
79.77%	0.3642	3943147	54817526590
79.76%	0.3639	3940705	54810654642
79.75%	0.3635	3938265	54803782694
79.74%	0.3631	3935828	54796910747
79.73%	0.3627	3933393	54790038799
79.72%	0.3623	3930960	54783166851
79.71%	0.3621	3928530	54776294904
79.70%	0.3617	3926102	54769422956
79.69%	0.3613	3923677	54762551008
79.68%	0.3609	3921254	54755679061
79.67%	0.3607	3918833	54748807113
79.66%	0.3603	3916415	54741935165
79.65%	0.3599	3913999	54735063218
79.64%	0.3596	3911585	54728191270
79.63%	0.3592	3909174	54721319322
79.62%	0.3589	3906765	54714447375
79.61%	0.3585	3904359	54707575427
79.60%	0.3582	3901955	54700703479
79.59%	0.3578	3899553	54693831532
79.58%	0.3574	3897153	54686959584
79.57%	0.3572	3894756	54680087636
79.56%	0.3568	3892362	54673215689
79.55%	0.3564	3889969	54666343741
79.54%	0.3561	3887579	54659471793
79.53%	0.3557	3885192	54652599846
79.52%	0.3553	3882806	54645727898
79.51%	0.3551	3880423	54638855950
79.50%	0.3547	3878043	54631984002
79.49%	0.3543	3875664	54625112055
79.48%	0.3540	3873288	54618240107
79.47%	0.3536	3870914	54611368159
79.46%	0.3533	3868543	54604496212
79.45%	0.3530	3866174	54597624264
79.44%	0.3526	3863807	54590752316
79.43%	0.3523	3861442	54583880369
79.42%	0.3519	3859080	54577008421
79.41%	0.3515	3856720	54570136473
79.40%	0.3513	3854363	54563264526
79.39%	0.3509	3852007	54556392578
79.38%	0.3506	3849654	54549520630
79.37%	0.3502	3847303	54542648683
79.36%	0.3498	3844955	54535776735
79.35%	0.3495	3842609	54528904787
79.34%	0.3492	3840265	54522032840
79.33%	0.3489	3837923	54515160892
79.32%	0.3485	3835584	54508288944
79.31%	0.3482	3833247	54501416997
79.30%	0.3478	3830912	54494545049
79.29%	0.3475	3828579	54487673101
79.28%	0.3472	3826249	54480801154
79.27%	0.3469	3823920	54473929206
79.26%	0.3465	3821595	54467057258
79.25%	0.3462	3819271	54460185311
79.24%	0.3458	3816949	54453313363
79.23%	0.3455	3814630	54446441415
79.22%	0.3451	3812313	54439569468
79.21%	0.3449	3809999	54432697520
79.20%	0.3445	3807686	54425825572
79.19%	0.3442	3805376	54418953625
79.18%	0.3439	3803068	54412081677
79.17%	0.3435	3800762	54405209729
79.16%	0.3432	3798458	54398337782
79.15%	0.3428	3796157	54391465834
79.14%	0.3426	3793858	54384593886
79.13%	0.3422	3791561	54377721939
79.12%	0.3419	3789266	54370849991
79.11%	0.3416	3786973	54363978043
79.10%	0.3412	3784683	54357106096
79.09%	0.3409	3782394	54350234148
79.08%	0.3405	3780108	54343362200
79.07%	0.3402	3777825	54336490253
79.06%	0.3400	3775543	54329618305
79.05%	0.3396	3773263	54322746357
79.04%	0.3393	3770986	54315874409
79.03%	0.3390	3768711	54309002462
79.02%	0.3386	3766438	54302130514
79.01%	0.3383	3764167	54295258566
79.00%	0.3380	3761898	54288386619
78.99%	0.3376	3759632	54281514671
78.98%	0.3373	3757368	54274642723
78.97%	0.3371	3755105	54267770776
78.96%	0.3367	3752845	54260898828
78.95%	0.3364	3750588	54254026880
78.94%	0.3361	3748332	54247154933
78.93%	0.3357	3746078	54240282985
78.92%	0.3354	3743827	54233411037
78.91%	0.3351	3741577	54226539090
78.90%	0.3347	3739330	54219667142
78.89%	0.3344	3737085	54212795194
78.88%	0.3342	3734842	54205923247
78.87%	0.3339	3732601	54199051299
78.86%	0.3336	3730363	54192179351
78.85%	0.3332	3728126	54185307404
78.84%	0.3329	3725892	54178435456
78.83%	0.3326	3723659	54171563508
78.82%	0.3323	3721429	54164691561
78.81%	0.3319	3719201	54157819613
78.80%	0.3316	3716975	54150947665
78.79%	0.3313	3714751	54144075718
78.78%	0.3310	3712529	54137203770
78.77%	0.3307	3710309	54130331822
78.76%	0.3304	3708092	54123459875
78.75%	0.3301	3705876	54116587927
78.74%	0.3298	3703663	54109715979
78.73%	0.3295	3701451	54102844032
78.72%	0.3292	3699242	54095972084
78.71%	0.3288	3697035	54089100136
78.70%	0.3285	3694829	54082228189
78.69%	0.3282	3692626	54075356241
78.68%	0.3279	3690425	54068484293
78.67%	0.3276	3688226	54061612346
78.66%	0.3273	3686029	54054740398
78.65%	0.3269	3683834	54047868450
78.64%	0.3266	3681642	54040996503
78.63%	0.3264	3679451	54034124555
78.62%	0.3261	3677262	54027252607
78.61%	0.3258	3675076	54020380660
78.60%	0.3255	3672891	54013508712
78.59%	0.3252	3670708	54006636764
78.58%	0.3249	3668528	53999764817
78.57%	0.3246	3666349	53992892869
78.56%	0.3243	3664173	53986020921
78.55%	0.3239	3661998	53979148973
78.54%	0.3236	3659826	53972277026
78.53%	0.3233	3657656	53965405078
78.52%	0.3230	3655487	53958533130
78.51%	0.3227	3653321	53951661183
78.50%	0.3224	3651156	53944789235
78.49%	0.3221	3648994	53937917287
78.48%	0.3218	3646834	53931045340
78.47%	0.3215	3644676	53924173392
78.46%	0.3212	3642519	53917301444
78.45%	0.3209	3640365	53910429497
78.44%	0.3206	3638213	53903557549
78.43%	0.3204	3636062	53896685601
78.42%	0.3201	3633914	53889813654
78.41%	0.3198	3631768	53882941706
78.40%	0.3195	3629623	53876069758
78.39%	0.3192	3627481	53869197811
78.38%	0.3189	3625341	53862325863
78.37%	0.3186	3623202	53855453915
78.36%	0.3183	3621066	53848581968
78.35%	0.3180	3618931	53841710020
78.34%	0.3177	3616799	53834838072
78.33%	0.3174	3614668	53827966125
78.32%	0.3171	3612540	53821094177
78.31%	0.3168	3610413	53814222229
78.30%	0.3165	3608289	53807350282
78.29%	0.3162	3606166	53800478334
78.28%	0.3160	3604045	53793606386
78.27%	0.3157	3601926	53786734439
78.26%	0.3154	3599810	53779862491
78.25%	0.3151	3597695	53772990543
78.24%	0.3148	3595582	53766118596
78.23%	0.3145	3593471	53759246648
78.22%	0.3142	3591362	53752374700
78.21%	0.3139	3589255	53745502753
78.20%	0.3136	3587150	53738630805
78.19%	0.3133	3585046	53731758857
78.18%	0.3131	3582945	53724886910
78.17%	0.3128	3580846	53718014962
78.16%	0.3125	3578748	53711143014
78.15%	0.3122	3576653	53704271067
78.14%	0.3119	3574559	53697399119
78.13%	0.3116	3572467	53690527171
78.12%	0.3113	3570378	53683655224
78.11%	0.3111	3568290	53676783276
78.10%	0.3108	3566204	53669911328
78.09%	0.3105	3564120	53663039381
78.08%	0.3102	3562037	53656167433
78.07%	0.3099	3559957	53649295485
78.06%	0.3096	3557879	53642423537
78.05%	0.3094	3555802	53635551590
78.04%	0.3091	3553728	53628679642
78.03%	0.3088	3551655	53621807694
78.02%	0.3085	3549584	53614935747
78.01%	0.3082	3547515	53608063799
78.00%	0.3080	3545448	53601191851
77.99%	0.3077	3543383	53594319904
77.98%	0.3074	3541320	53587447956
77.97%	0.3071	3539258	53580576008
77.96%	0.3069	3537199	53573704061
77.95%	0.3066	3535141	53566832113
77.94%	0.3063	3533085	53559960165
77.93%	0.3060	3531031	53553088218
77.92%	0.3058	3528979	53546216270
77.91%	0.3055	3526929	53539344322
77.90%	0.3051	3524881	53532472375
77.89%	0.3049	3522834	53525600427
77.88%	0.3046	3520789	53518728479
77.87%	0.3043	3518746	53511856532
77.86%	0.3040	3516705	53504984584
77.85%	0.3038	3514666	53498112636
77.84%	0.3035	3512629	53491240689
77.83%	0.3032	3510594	53484368741
77.82%	0.3030	3508560	53477496793
77.81%	0.3027	3506528	53470624846
77.80%	0.3024	3504498	53463752898
77.79%	0.3022	3502470	53456880950
77.78%	0.3019	3500444	53450009003
77.77%	0.3016	3498419	53443137055
77.76%	0.3014	3496397	53436265107
77.75%	0.3011	3494376	53429393160
77.74%	0.3008	3492357	53422521212
77.73%	0.3006	3490339	53415649264
77.72%	0.3003	3488324	53408777317
77.71%	0.3000	3486310	53401905369
77.70%	0.2997	3484299	53395033421
77.69%	0.2994	3482289	53388161474
77.68%	0.2992	3480280	53381289526
77.67%	0.2989	3478274	53374417578
77.66%	0.2986	3476269	53367545631
77.65%	0.2984	3474267	53360673683
77.64%	0.2981	3472266	53353801735
77.63%	0.2978	3470266	53346929788
77.62%	0.2976	3468269	53340057840
77.61%	0.2973	3466273	53333185892
77.60%	0.2971	3464279	53326313944
77.59%	0.2968	3462287	53319441997
77.58%	0.2966	3460297	53312570049
77.57%	0.2962	3458308	53305698101
77.56%	0.2960	3456322	53298826154
77.55%	0.2957	3454337	53291954206
77.54%	0.2954	3452353	53285082258
77.53%	0.2952	3450372	53278210311
77.52%	0.2949	3448392	53271338363
77.51%	0.2947	3446414	53264466415
77.50%	0.2944	3444438	53257594468
77.49%	0.2942	3442464	53250722520
77.48%	0.2939	3440491	53243850572
77.47%	0.2937	3438520	53236978625
77.46%	0.2934	3436551	53230106677
77.45%	0.2931	3434583	53223234729
77.44%	0.2928	3432618	53216362782
77.43%	0.2926	3430654	53209490834
77.42%	0.2923	3428692	53202618886
77.41%	0.2921	3426731	53195746939
77.40%	0.2918	3424772	53188874991
77.39%	0.2916	3422815	53182003043
77.38%	0.2913	3420860	53175131096
77.37%	0.2911	3418907	53168259148
77.36%	0.2907	3416955	53161387200
77.35%	0.2905	3415005	53154515253
77.34%	0.2902	3413056	53147643305
77.33%	0.2900	3411110	53140771357
77.32%	0.2898	3409165	53133899410
77.31%	0.2895	3407221	53127027462
77.30%	0.2893	3405280	53120155514
77.29%	0.2890	3403340	53113283567
77.28%	0.2888	3401402	53106411619
77.27%	0.2885	3399466	53099539671
77.26%	0.2882	3397531	53092667724
77.25%	0.2880	3395598	53085795776
77.24%	0.2877	3393667	53078923828
77.23%	0.2875	3391737	53072051881
77.22%	0.2872	3389809	53065179933
77.21%	0.2870	3387883	53058307985
77.20%	0.2867	3385959	53051436038
77.19%	0.2864	3384036	53044564090
77.18%	0.2862	3382115	53037692142
77.17%	0.2860	3380195	53030820195
77.16%	0.2857	3378277	53023948247
77.15%	0.2855	3376361	53017076299
77.14%	0.2852	3374447	53010204352
77.13%	0.2850	3372534	53003332404
77.12%	0.2847	3370623	52996460456
77.11%	0.2844	3368714	52989588508
77.10%	0.2842	3366806	52982716561
77.09%	0.2840	3364900	52975844613
77.08%	0.2837	3362995	52968972665
77.07%	0.2835	3361093	52962100718
77.06%	0.2832	3359192	52955228770
77.05%	0.2830	3357292	52948356822
77.04%	0.2827	3355394	52941484875
77.03%	0.2825	3353498	52934612927
77.02%	0.2822	3351604	52927740979
77.01%	0.2820	3349711	52920869032
77.00%	0.2818	3347820	52913997084
76.99%	0.2815	3345930	52907125136
76.98%	0.2812	3344042	52900253189
76.97%	0.2810	3342156	52893381241
76.96%	0.2808	3340271	52886509293
76.95%	0.2805	3338388	52879637346
76.94%	0.2803	3336507	52872765398
76.93%	0.2800	3334627	52865893450
76.92%	0.2798	3332749	52859021503
76.91%	0.2796	3330873	52852149555
76.90%	0.2793	3328998	52845277607
76.89%	0.2791	3327125	52838405660
76.88%	0.2789	3325253	52831533712
76.87%	0.2786	3323383	52824661764
76.86%	0.2783	3321515	52817789817
76.85%	0.2781	3319648	52810917869
76.84%	0.2779	3317783	52804045921
76.83%	0.2777	3315919	52797173974
76.82%	0.2774	3314057	52790302026
76.81%	0.2771	3312197	52783430078
76.80%	0.2769	3310338	52776558131
76.79%	0.2767	3308481	52769686183
76.78%	0.2765	3306626	52762814235
76.77%	0.2762	3304772	52755942288
76.76%	0.2759	3302920	52749070340
76.75%	0.2757	3301069	52742198392
76.74%	0.2755	3299220	52735326445
76.73%	0.2753	3297372	52728454497
76.72%	0.2750	3295526	52721582549
76.71%	0.2748	3293682	52714710602
76.70%	0.2745	3291839	52707838654
76.69%	0.2743	3289998	52700966706
76.68%	0.2741	3288158	52694094759
76.67%	0.2738	3286320	52687222811
76.66%	0.2736	3284484	52680350863
76.65%	0.2734	3282649	52673478916
76.64%	0.2731	3280815	52666606968
76.63%	0.2729	3278984	52659735020
76.62%	0.2726	3277154	52652863072
76.61%	0.2724	3275325	52645991125
76.60%	0.2722	3273498	52639119177
76.59%	0.2720	3271672	52632247229
76.58%	0.2718	3269848	52625375282
76.57%	0.2715	3268026	52618503334
76.56%	0.2713	3266205	52611631386
76.55%	0.2710	3264386	52604759439
76.54%	0.2708	3262568	52597887491
76.53%	0.2705	3260752	52591015543
76.52%	0.2703	3258937	52584143596
76.51%	0.2701	3257124	52577271648
76.50%	0.2699	3255313	52570399700
76.49%	0.2697	3253503	52563527753
76.48%	0.2694	3251694	52556655805
76.47%	0.2692	3249887	52549783857
76.46%	0.2690	3248082	52542911910
76.45%	0.2688	3246278	52536039962
76.44%	0.2685	3244476	52529168014
76.43%	0.2683	3242675	52522296067
76.42%	0.2681	3240876	52515424119
76.41%	0.2679	3239078	52508552171
76.40%	0.2676	3237282	52501680224
76.39%	0.2674	3235487	52494808276
76.38%	0.2672	3233694	52487936328
76.37%	0.2669	3231902	52481064381
76.36%	0.2667	3230112	52474192433
76.35%	0.2665	3228323	52467320485
76.34%	0.2663	3226536	52460448538
76.33%	0.2660	3224751	52453576590
76.32%	0.2658	3222967	52446704642
76.31%	0.2656	3221184	52439832695
76.30%	0.2654	3219403	52432960747
76.29%	0.2651	3217623	52426088799
76.28%	0.2649	3215845	52419216852
76.27%	0.2647	3214069	52412344904
76.26%	0.2645	3212293	52405472956
76.25%	0.2643	3210520	52398601009
76.24%	0.2640	3208748	52391729061
76.23%	0.2638	3206977	52384857113
76.22%	0.2636	3205208	52377985166
76.21%	0.2634	3203440	52371113218
76.20%	0.2631	3201674	52364241270
76.19%	0.2629	3199910	52357369323
76.18%	0.2627	3198146	52350497375
76.17%	0.2624	3196385	52343625427
76.16%	0.2622	3194624	52336753479
76.15%	0.2620	3192866	52329881532
76.14%	0.2618	3191108	52323009584
76.13%	0.2616	3189353	52316137636
76.12%	0.2614	3187598	52309265689
76.11%	0.2612	3185845	52302393741
76.10%	0.2610	3184094	52295521793
76.09%	0.2607	3182344	52288649846
76.08%	0.2605	3180596	52281777898
76.07%	0.2603	3178849	52274905950
76.06%	0.2600	3177103	52268034003
76.05%	0.2598	3175359	52261162055
76.04%	0.2596	3173616	52254290107
76.03%	0.2594	3171875	52247418160
76.02%	0.2592	3170135	52240546212
